19609.7701149425,40846.5517241379,298
19396.5517241379,40862.0689655172,300
20048.275862069,34293.1034482759,306
19455.1724137931,33082.7586206897,312
19613.7931034483,33234.4827586207,316
20616.091954023,31972.4137931034,304
19584.7701149425,33066.3793103448,317
20616.091954023,31710.3448275862,304
19708.3333333333,33000,319
20616.091954023,31448.275862069,304
0,0,0
0,0,0
20722.4137931034,29516.3793103448,303
0,0,0
0,0,0
0,0,0
20703.4482758621,28565.5172413793,304
0,0,0
20771.5517241379,28396.5517241379,305
21015.5172413793,28225.8620689655,306
21015.5172413793,27962.0689655172,306
21015.5172413793,27698.275862069,306
21015.5172413793,27434.4827586207,306
20946.8390804598,27081.8965517241,305
20878.1609195402,26731.0344827586,304
20965.5172413793,26468.9655172414,304
21052.8735632184,26206.8965517241,304
21070.6896551724,25859.4827586207,303
21034.4827586207,24568.9655172414,300
21034.4827586207,22875,305
21034.4827586207,22612.0689655172,305
21122.1264367816,22349.1379310345,305
21052.8735632184,22013.7931034483,304
21052.8735632184,21751.724137931,304
21140.2298850575,21489.6551724138,304
21227.5862068965,21227.5862068965,304
21385.0574712644,21034.4827586207,305
21385.0574712644,20771.5517241379,305
21543.1034482759,20575.8620689655,306
21122.1264367816,20245.6896551724,305
22464.6551724138,20511.2068965517,309
21122.1264367816,19982.7586206897,305
22699.4252873563,20375.8620689655,311
21034.4827586207,19719.8275862069,305
23025.2873563218,20237.0689655172,313
21034.4827586207,19456.8965517241,305
23353.4482758621,20094.8275862069,315
20965.5172413793,19131.0344827586,304
23427.5862068966,19886.2068965517,316
20827.5862068965,18224.1379310345,302
20758.6206896552,17904.3103448276,301
20620.6896551724,17527.5862068966,299
20551.724137931,17212.0689655172,298
20413.7931034483,16841.3793103448,296
20413.7931034483,16586.2068965517,296
59813.7931034483,46284.4827586207,826
56316.091954023,44534.4827586207,820
54567.5287356322,42857.7586206897,815
20533.3333333333,15665.5172413793,308
20955.1724137931,15450,309
20798.8505747126,15134.4827586207,308
19978.4482758621,14917.2413793103,309
21241.3793103448,14868.9655172414,308
19686.7816091954,14698.275862069,310
21172.4137931034,14556.0344827586,307
19544.8275862069,14524.1379310345,312
21172.4137931034,14291.3793103448,307
19522.9885057471,14437.9310344828,316
21172.4137931034,14026.724137931,307
21260.632183908,13762.0689655172,307
21260.632183908,13497.4137931034,307
21260.632183908,13232.7586206897,307
21437.0689655172,12968.1034482759,307
21525.2873563218,12703.4482758621,307
21701.724137931,12438.7931034483,307
21015.5172413793,11870.6896551724,306
21015.5172413793,11606.8965517241,306
21015.5172413793,11343.1034482759,306
21015.5172413793,11079.3103448276,306
20859.1954022988,10780.1724137931,305
20859.1954022988,10517.2413793103,305
20771.5517241379,10254.3103448276,305
20683.908045977,9991.37931034483,305
20528.7356321839,9696.55172413793,304
20441.3793103448,9434.48275862069,304
19786.2068965517,9112.06896551724,302
20927.5862068966,9232.75862068966,306
19547.7011494253,8822.41379310345,301
20927.5862068966,8968.96551724138,306
19245.9770114943,8506.03448275862,299
20927.5862068966,8705.1724137931,306
18946.5517241379,8193.10344827586,297
20995.9770114942,8468.96551724138,307
21064.367816092,8231.03448275862,308
21043.9655172414,7991.37931034483,309
21180.1724137931,7775,311
18102.0114942529,7072.41379310345,293
21248.275862069,7531.03448275862,312
21226.4367816092,7285.34482758621,313
17522.7011494253,6228.44827586207,289
0,0,0
21337.9310344828,6186.20689655172,312
21290.2298850575,5879.31034482759,310
21379.3103448276,5612.06896551724,310
21487.9310344828,5327.58620689655,309
21506.8965517241,5044.8275862069,308
21112.0689655172,4810.34482758621,310
22086.2068965517,4732.75862068966,305
21043.9655172414,4528.44827586207,309
22349.1379310345,4469.8275862069,305
20955.1724137931,4262.06896551724,309
22450.5747126437,4193.10344827586,304
20866.3793103448,3995.68965517241,309
22787.3563218391,3943.96551724138,305
19496.2643678161,2911.20689655172,307
21735.632183908,2672.41379310345,310
21201.1494252874,2405.1724137931,310
21984.4827586207,2412.93103448276,311
21132.7586206897,2131.03448275862,309
22324.1379310345,2151.72413793103,312
21132.7586206897,1864.65517241379,309
22737.9310344828,1894.8275862069,314
21132.7586206897,1598.27586206897,309
22918.3908045977,1624.13793103448,314
